date,meantemp
1/1/2013,10
1/2/2013,7.4
1/3/2013,7.166666667
1/4/2013,8.666666667
1/5/2013,6
1/6/2013,7
1/7/2013,7
1/8/2013,8.857142857
1/9/2013,14
1/10/2013,11
1/11/2013,15.71428571
1/12/2013,14
1/13/2013,15.83333333
1/14/2013,12.83333333
1/15/2013,14.71428571
1/16/2013,13.83333333
1/17/2013,16.5
1/18/2013,13.83333333
1/19/2013,12.5
1/20/2013,11.28571429
1/21/2013,11.2
1/22/2013,9.5
1/23/2013,14
1/24/2013,13.83333333
1/25/2013,12.25
1/26/2013,12.66666667
1/27/2013,12.85714286
1/28/2013,14.83333333
1/29/2013,14.125
1/30/2013,14.71428571
1/31/2013,16.2
2/1/2013,16
2/2/2013,16.28571429
2/3/2013,18
2/4/2013,17.42857143
2/5/2013,16.625
2/6/2013,16.66666667
2/7/2013,15.6
2/8/2013,14
2/9/2013,15.42857143
2/10/2013,15.25
2/11/2013,15.875
2/12/2013,15.33333333
2/13/2013,16.28571429
2/14/2013,17.33333333
2/15/2013,19.16666667
2/16/2013,14.42857143
2/17/2013,13.66666667
2/18/2013,15.6
2/19/2013,15.85714286
2/20/2013,17.71428571
2/21/2013,20
2/22/2013,20.5
2/23/2013,17.42857143
2/24/2013,16.85714286
2/25/2013,16.875
2/26/2013,17.85714286
2/27/2013,20.8
2/28/2013,19.42857143
3/1/2013,17.33333333
3/2/2013,19
3/3/2013,19.33333333
3/4/2013,17.6
3/5/2013,20.875
3/6/2013,20.85714286
3/7/2013,23.42857143
3/8/2013,24.16666667
3/9/2013,25.42857143
3/10/2013,23.14285714
3/11/2013,24
3/12/2013,23.5
3/13/2013,21.5
3/14/2013,22.33333333
3/15/2013,24.16666667
3/16/2013,20.33333333
3/17/2013,22.66666667
3/18/2013,23.42857143
3/19/2013,22.5
3/20/2013,29.16666667
3/21/2013,23.83333333
3/22/2013,25.25
3/23/2013,27.375
3/24/2013,27
3/25/2013,23.5
3/26/2013,24.14285714
3/27/2013,21
3/28/2013,22.42857143
3/29/2013,21.25
3/30/2013,23.5
3/31/2013,23.2
4/1/2013,25.375
4/2/2013,25.16666667
4/3/2013,26.2
4/4/2013,24.6
4/5/2013,25.6
4/6/2013,25.85714286
4/7/2013,29.14285714
4/8/2013,28.71428571
4/9/2013,30.16666667
4/10/2013,30
4/11/2013,30
4/12/2013,28.85714286
4/13/2013,30.2
4/14/2013,28.25
4/15/2013,28.25
4/16/2013,32.125
4/17/2013,29.2
4/18/2013,30.28571429
4/19/2013,28.28571429
4/20/2013,30.625
4/21/2013,27.66666667
4/22/2013,27.375
4/23/2013,28.625
4/24/2013,30.28571429
4/25/2013,31.14285714
4/26/2013,29.875
4/27/2013,31.14285714
4/28/2013,30.57142857
4/29/2013,32.125
4/30/2013,31.14285714
5/1/2013,31.85714286
5/2/2013,29.83333333
5/3/2013,28.57142857
5/4/2013,32.85714286
5/5/2013,32.625
5/6/2013,32.75
5/7/2013,32.875
5/8/2013,34.5
5/9/2013,34.28571429
5/10/2013,34
5/11/2013,30.75
5/12/2013,29.85714286
5/13/2013,31.71428571
5/14/2013,32.28571429
5/15/2013,33
5/16/2013,33
5/17/2013,32.83333333
5/18/2013,31.4
5/19/2013,35.33333333
5/20/2013,36.4
5/21/2013,36
5/22/2013,36.75
5/23/2013,37.5
5/24/2013,38.42857143
5/25/2013,38.71428571
5/26/2013,37.8
5/27/2013,35.85714286
5/28/2013,35.33333333
5/29/2013,34.14285714
5/30/2013,32.2
5/31/2013,33.625
6/1/2013,32
6/2/2013,32.4
6/3/2013,35.6
6/4/2013,35.85714286
6/5/2013,37.16666667
6/6/2013,31.28571429
6/7/2013,34
6/8/2013,34.2
6/9/2013,36.16666667
6/10/2013,36.625
6/11/2013,30.16666667
6/12/2013,34.14285714
6/13/2013,29.83333333
6/14/2013,30.14285714
6/15/2013,30.71428571
6/16/2013,27
6/17/2013,26.875
6/18/2013,28.4
6/19/2013,29.85714286
6/20/2013,33
6/21/2013,34.83333333
6/22/2013,35.6
6/23/2013,35.16666667
6/24/2013,33.14285714
6/25/2013,30.57142857
6/26/2013,30.66666667
6/27/2013,31.42857143
6/28/2013,31.5
6/29/2013,33.25
6/30/2013,32.83333333
7/1/2013,33.85714286
7/2/2013,33.14285714
7/3/2013,31.57142857
7/4/2013,32.375
7/5/2013,32.8
7/6/2013,31
7/7/2013,31.16666667
7/8/2013,29.83333333
7/9/2013,29
7/10/2013,29.75
7/11/2013,32.5
7/12/2013,28.875
7/13/2013,31.75
7/14/2013,30.75
7/15/2013,31.75
7/16/2013,29.875
7/17/2013,31.125
7/18/2013,31.75
7/19/2013,30.5
7/20/2013,26.83333333
7/21/2013,28.2
7/22/2013,29.5
7/23/2013,31.85714286
7/24/2013,29.71428571
7/25/2013,28.33333333
7/26/2013,30
7/27/2013,30.14285714
7/28/2013,32.28571429
7/29/2013,31
7/30/2013,30.5
7/31/2013,28.83333333
8/1/2013,30
8/2/2013,31.57142857
8/3/2013,32.5
8/4/2013,32.5
8/5/2013,29.5
8/6/2013,27.16666667
8/7/2013,28.375
8/8/2013,28.5
8/9/2013,27.16666667
8/10/2013,29.42857143
8/11/2013,30
8/12/2013,29.5
8/13/2013,30.75
8/14/2013,29.66666667
8/15/2013,27.71428571
8/16/2013,26.6
8/17/2013,27.42857143
8/18/2013,28.33333333
8/19/2013,28.16666667
8/20/2013,27.375
8/21/2013,28.33333333
8/22/2013,29.16666667
8/23/2013,31.28571429
8/24/2013,32
8/25/2013,29
8/26/2013,32
8/27/2013,32.14285714
8/28/2013,30.14285714
8/29/2013,31.5
8/30/2013,29.16666667
8/31/2013,29
9/1/2013,30
9/2/2013,31.85714286
9/3/2013,32.75
9/4/2013,31.71428571
9/5/2013,31.66666667
9/6/2013,30.57142857
9/7/2013,30.83333333
9/8/2013,28
9/9/2013,31
9/10/2013,29.66666667
9/11/2013,30.85714286
9/12/2013,31.16666667
9/13/2013,31.14285714
9/14/2013,30.5
9/15/2013,31.625
9/16/2013,29.66666667
9/17/2013,29.25
9/18/2013,29.14285714
9/19/2013,29.8
9/20/2013,28.66666667
9/21/2013,25.2
9/22/2013,28.33333333
9/23/2013,30.28571429
9/24/2013,30.75
9/25/2013,28.57142857
9/26/2013,28.2
9/27/2013,29
9/28/2013,30
9/29/2013,28.14285714
9/30/2013,26.85714286
10/1/2013,28.28571429
10/2/2013,29.2
10/3/2013,28.6
10/4/2013,24.83333333
10/5/2013,28.5
10/6/2013,29.75
10/7/2013,29.71428571
10/8/2013,29.2
10/9/2013,30.83333333
10/10/2013,29.42857143
10/11/2013,23.85714286
10/12/2013,26.14285714
10/13/2013,27.16666667
10/14/2013,27.71428571
10/15/2013,25.85714286
10/16/2013,26.42857143
10/17/2013,26.85714286
10/18/2013,26.33333333
10/19/2013,24.57142857
10/20/2013,24.33333333
10/21/2013,24.875
10/22/2013,27.8
10/23/2013,25
10/24/2013,23.85714286
10/25/2013,22.8
10/26/2013,23
10/27/2013,22.875
10/28/2013,22.66666667
10/29/2013,23
10/30/2013,22.85714286
10/31/2013,23.66666667
11/1/2013,23.42857143
11/2/2013,21.625
11/3/2013,20.625
11/4/2013,21.16666667
11/5/2013,18.83333333
11/6/2013,20.57142857
11/7/2013,20.14285714
11/8/2013,18
11/9/2013,19.85714286
11/10/2013,16.83333333
11/11/2013,18.85714286
11/12/2013,16.57142857
11/13/2013,17.75
11/14/2013,17.625
11/15/2013,17
11/16/2013,16.625
11/17/2013,15.57142857
11/18/2013,18.5
11/19/2013,17.875
11/20/2013,18.25
11/21/2013,17.875
11/22/2013,17.625
11/23/2013,18.14285714
11/24/2013,19.125
11/25/2013,21.25
11/26/2013,21.25
11/27/2013,19.125
11/28/2013,18.625
11/29/2013,17.75
11/30/2013,17.875
12/1/2013,18
12/2/2013,17.25
12/3/2013,17.5
12/4/2013,17.14285714
12/5/2013,17.14285714
12/6/2013,16.125
12/7/2013,16
12/8/2013,16.5
12/9/2013,16.125
12/10/2013,15.5
12/11/2013,16.625
12/12/2013,17.75
12/13/2013,17.14285714
12/14/2013,16.14285714
12/15/2013,15.5
12/16/2013,15.25
12/17/2013,14.75
12/18/2013,14.875
12/19/2013,16.125
12/20/2013,15.375
12/21/2013,14.75
12/22/2013,15.25
12/23/2013,14.25
12/24/2013,13.5
12/25/2013,13.66666667
12/26/2013,12.125
12/27/2013,11.875
12/28/2013,10.875
12/29/2013,10.57142857
12/30/2013,12.375
12/31/2013,14.5
1/1/2014,13.375
1/2/2014,11
1/3/2014,12.5
1/4/2014,12.875
1/5/2014,12.375
1/6/2014,11.42857143
1/7/2014,12.14285714
1/8/2014,11.875
1/9/2014,12.83333333
1/10/2014,12.375
1/11/2014,12.125
1/12/2014,12.875
1/13/2014,14
1/14/2014,14.875
1/15/2014,12
1/16/2014,12.28571429
1/17/2014,12
1/18/2014,12.5
1/19/2014,14.5
1/20/2014,14.625
1/21/2014,13.57142857
1/22/2014,15.25
1/23/2014,15.625
1/24/2014,13.875
1/25/2014,11.75
1/26/2014,14.375
1/27/2014,16.625
1/28/2014,16.625
1/29/2014,14.875
1/30/2014,14.5
1/31/2014,14.75
2/1/2014,14
2/2/2014,15.25
2/3/2014,18.42857143
2/4/2014,18.85714286
2/5/2014,17
2/6/2014,18.5
2/7/2014,19.625
2/8/2014,13.625
2/9/2014,12.875
2/10/2014,12.625
2/11/2014,13.375
2/12/2014,13.25
2/13/2014,15.25
2/14/2014,13
2/15/2014,12.375
2/16/2014,13.5
2/17/2014,15.125
2/18/2014,15.25
2/19/2014,15.125
2/20/2014,16.125
2/21/2014,17.125
2/22/2014,16.625
2/23/2014,16.5
2/24/2014,16.375
2/25/2014,18.125
2/26/2014,18.75
2/27/2014,18.625
2/28/2014,15.625
3/1/2014,16.14285714
3/2/2014,16.125
3/3/2014,17.875
3/4/2014,18.75
3/5/2014,18.875
3/6/2014,18.375
3/7/2014,18.5
3/8/2014,19.875
3/9/2014,22
3/10/2014,20
3/11/2014,20.71428571
3/12/2014,20
3/13/2014,19
3/14/2014,19.625
3/15/2014,21.625
3/16/2014,23.125
3/17/2014,26.25
3/18/2014,24.85714286
3/19/2014,21.75
3/20/2014,21.5
3/21/2014,22.5
3/22/2014,25
3/23/2014,22.75
3/24/2014,22.375
3/25/2014,24.625
3/26/2014,25.125
3/27/2014,23.5
3/28/2014,24.42857143
3/29/2014,25.875
3/30/2014,24.125
3/31/2014,24.125
4/1/2014,24.875
4/2/2014,26.75
4/3/2014,25
4/4/2014,25.85714286
4/5/2014,27.375
4/6/2014,30.125
4/7/2014,27.25
4/8/2014,25.75
4/9/2014,25.75
4/10/2014,26.375
4/11/2014,28.14285714
4/12/2014,29.125
4/13/2014,26.875
4/14/2014,27.625
4/15/2014,29
4/16/2014,27.125
4/17/2014,26.375
4/18/2014,24.25
4/19/2014,25.625
4/20/2014,27
4/21/2014,28
4/22/2014,29.375
4/23/2014,29.125
4/24/2014,29.375
4/25/2014,30.625
4/26/2014,31.5
4/27/2014,30.625
4/28/2014,31.5
4/29/2014,32.125
4/30/2014,33.25
5/1/2014,34.875
5/2/2014,34.375
5/3/2014,31.75
5/4/2014,31.875
5/5/2014,29.75
5/6/2014,29.57142857
5/7/2014,31.75
5/8/2014,31.375
5/9/2014,30.5
5/10/2014,30
5/11/2014,29.625
5/12/2014,28
5/13/2014,25.25
5/14/2014,26.875
5/15/2014,29.5
5/16/2014,31.125
5/17/2014,29.875
5/18/2014,31.5
5/19/2014,32.375
5/20/2014,31.125
5/21/2014,33
5/22/2014,33.25
5/23/2014,34.625
5/24/2014,31.5
5/25/2014,31.5
5/26/2014,30.125
5/27/2014,31.875
5/28/2014,33.625
5/29/2014,35.25
5/30/2014,33.125
5/31/2014,34.625
6/1/2014,32.75
6/2/2014,32.75
6/3/2014,34.875
6/4/2014,35.25
6/5/2014,36.875
6/6/2014,37.5
6/7/2014,38.5
6/8/2014,37.625
6/9/2014,37.875
6/10/2014,37.25
6/11/2014,37.625
6/12/2014,32.875
6/13/2014,30.25
6/14/2014,30.5
6/15/2014,33.875
6/16/2014,36.375
6/17/2014,36.875
6/18/2014,33.875
6/19/2014,35.75
6/20/2014,38
6/21/2014,36.875
6/22/2014,34.5
6/23/2014,32.125
6/24/2014,33
6/25/2014,32.25
6/26/2014,32.5
6/27/2014,34.75
6/28/2014,34.875
6/29/2014,33
6/30/2014,32
7/1/2014,31.375
7/2/2014,29.5
7/3/2014,28.875
7/4/2014,31.38888889
7/5/2014,34.70588235
7/6/2014,30.625
7/7/2014,34
7/8/2014,35
7/9/2014,36
7/10/2014,36.125
7/11/2014,36.625
7/12/2014,35.875
7/13/2014,31.625
7/14/2014,32.375
7/15/2014,33.125
7/16/2014,32.625
7/17/2014,30.75
7/18/2014,27.25
7/19/2014,29.875
7/20/2014,30.875
7/21/2014,32.125
7/22/2014,31.625
7/23/2014,30.625
7/24/2014,30.5
7/25/2014,30.75
7/26/2014,32.5
7/27/2014,31.71428571
7/28/2014,30
7/29/2014,30.25
7/30/2014,31.875
7/31/2014,32.5
8/1/2014,33.25
8/2/2014,30.125
8/3/2014,31.5
8/4/2014,30.5
8/5/2014,29.75
8/6/2014,32.125
8/7/2014,31.125
8/8/2014,31
8/9/2014,29.23529412
8/10/2014,28.5
8/11/2014,31.125
8/12/2014,32.125
8/13/2014,32.125
8/14/2014,30.375
8/15/2014,31.125
8/16/2014,30.42857143
8/17/2014,31.375
8/18/2014,31.875
8/19/2014,33
8/20/2014,33.25
8/21/2014,32.5
8/22/2014,33
8/23/2014,33.125
8/24/2014,33.125
8/25/2014,33.875
8/26/2014,34.125
8/27/2014,33.85714286
8/28/2014,29.625
8/29/2014,30.375
8/30/2014,28.625
8/31/2014,27.625
9/1/2014,29.42857143
9/2/2014,29.25
9/3/2014,28.625
9/4/2014,27.875
9/5/2014,26.5
9/6/2014,28.5
9/7/2014,31
9/8/2014,31.25
9/9/2014,31
9/10/2014,28.75
9/11/2014,26.57142857
9/12/2014,28.5
9/13/2014,29.375
9/14/2014,29.125
9/15/2014,29.625
9/16/2014,30.625
9/17/2014,30.625
9/18/2014,30.5
9/19/2014,31
9/20/2014,31.125
9/21/2014,30.5
9/22/2014,30.625
9/23/2014,31
9/24/2014,29.625
9/25/2014,30
9/26/2014,30
9/27/2014,30.5
9/28/2014,30.25
9/29/2014,30.5
9/30/2014,30.625
10/1/2014,30.42857143
10/2/2014,30.375
10/3/2014,30.5
10/4/2014,31
10/5/2014,30.625
10/6/2014,30.625
10/7/2014,31
10/8/2014,28.75
10/9/2014,27.625
10/10/2014,27.125
10/11/2014,25.71428571
10/12/2014,26
10/13/2014,27.625
10/14/2014,24.5
10/15/2014,24.5
10/16/2014,23
10/17/2014,25
10/18/2014,24
10/19/2014,23.75
10/20/2014,24.75
10/21/2014,25.625
10/22/2014,25.75
10/23/2014,25.25
10/24/2014,25.5
10/25/2014,25.25
10/26/2014,25.125
10/27/2014,24.875
10/28/2014,25.125
10/29/2014,24.75
10/30/2014,23.875
10/31/2014,23.375
11/1/2014,22.5
11/2/2014,22.875
11/3/2014,23.375
11/4/2014,23.625
11/5/2014,22.75
11/6/2014,23
11/7/2014,24
11/8/2014,23.875
11/9/2014,24.125
11/10/2014,21.375
11/11/2014,19.25
11/12/2014,19.625
11/13/2014,18.5
11/14/2014,18.375
11/15/2014,18.625
11/16/2014,18.25
11/17/2014,17.75
11/18/2014,17.625
11/19/2014,17.5
11/20/2014,20.375
11/21/2014,18.25
11/22/2014,19.875
11/23/2014,17.125
11/24/2014,16.875
11/25/2014,16.5
11/26/2014,19.625
11/27/2014,18.125
11/28/2014,19.375
11/29/2014,20.25
11/30/2014,19.75
12/1/2014,20
12/2/2014,21.375
12/3/2014,25
12/4/2014,21.25
12/5/2014,17.75
12/6/2014,18.25
12/7/2014,17.25
12/8/2014,17
12/9/2014,15.28571429
12/10/2014,21.5
12/11/2014,19.625
12/12/2014,17.5
12/13/2014,16
12/14/2014,16.875
12/15/2014,16.625
12/16/2014,17.75
12/17/2014,12.875
12/18/2014,11.75
12/19/2014,11.75
12/20/2014,11.25
12/21/2014,9.5
12/22/2014,9.375
12/23/2014,9.625
12/24/2014,9.875
12/25/2014,9.25
12/26/2014,10.75
12/27/2014,10.375
12/28/2014,9
12/29/2014,11.125
12/30/2014,11.625
12/31/2014,12.375
1/1/2015,14.75
1/2/2015,14.875
1/3/2015,15.125
1/4/2015,14.125
1/5/2015,14
1/6/2015,12
1/7/2015,9.625
1/8/2015,10
